"Name","ID","State","Notes","User","Group","Job Type","Tags","Created","Updated","End Time","Runtime","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","encoder-batchsize","encoder-epochs","encoder-hidden-layers","encoder-lr","encoder-min-delta","encoder-patience","source-dataset","target-dataset","encoder-epoch","source-classifier-accuracy","target-classifier-accuracy","% Difference","training-loss","validation-loss","k-hops","model","source-assortativity","source-avg_clustering_coefficient","source-edges","source-nodes","source-transitivity","target-assortativity","target-avg_clustering_coefficient","target-edges","target-nodes","target-transitivity","-early-stopping-epoch","-stopping-epoch","-training-loss","-validation-loss"
"egi-k1-0","o42zdri5","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T21:52:38.000Z","2023-05-29T21:53:18.000Z","2023-05-29T21:53:18.000Z","40","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.64","0.7022900763358778","9.732824427480908","","","1","egi","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","48","","-0.8332909345626831","-0.03741265833377838"
"triangle-k1-9","cxpfophk","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T21:47:42.000Z","2023-05-29T21:52:36.000Z","2023-05-29T21:52:36.000Z","294","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.46","0.7099236641221374","54.33123133089942","","","1","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","14","","-6.688603401184082","-0.650799572467804"
"triangle-k1-8","j8h1xy2e","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T21:43:13.000Z","2023-05-29T21:47:40.000Z","2023-05-29T21:47:40.000Z","267","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.47","0.7404580152671756","57.54425856748418","","","1","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","12","","-6.620950222015381","-0.12342149019241332"
"triangle-k1-7","nklgxfo9","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T21:36:43.000Z","2023-05-29T21:43:11.000Z","2023-05-29T21:43:11.000Z","388","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.34","0.6793893129770993","99.82038616973506","","","1","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","21","","-6.851645469665527","-0.8321413993835449"
"triangle-k1-6","knkdw2vu","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T21:32:02.000Z","2023-05-29T21:36:41.000Z","2023-05-29T21:36:41.000Z","279","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.42","0.4580152671755725","9.051254089422027","","","1","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","10","","-6.090080738067627","-0.6217911839485168"
"triangle-k1-5","67jzjwbm","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T21:28:17.000Z","2023-05-29T21:32:00.000Z","2023-05-29T21:32:00.000Z","223","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.52","0.6946564885496184","33.58778625954199","","","1","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","6","","-6.4854912757873535","-0.6687211990356445"
"triangle-k1-4","gcjxdl7e","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T21:24:31.000Z","2023-05-29T21:28:15.000Z","2023-05-29T21:28:15.000Z","224","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.49","0.732824427480916","49.55600560835021","","","1","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","6","","-6.102876663208008","0.05613964796066284"
"triangle-k1-3","rmho6bg5","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T21:19:55.000Z","2023-05-29T21:24:29.000Z","2023-05-29T21:24:29.000Z","274","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.44","0.7099236641221374","61.34628730048577","","","1","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","10","","-6.390136241912842","-0.5415096282958984"
"triangle-k1-2","qkosed1d","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T21:16:04.000Z","2023-05-29T21:19:53.000Z","2023-05-29T21:19:53.000Z","229","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.51","0.7175572519083969","40.69750037419547","","","1","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","6","","-6.5290985107421875","-0.7845911979675293"
"triangle-k1-1","ube58gw1","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T21:11:25.000Z","2023-05-29T21:16:01.000Z","2023-05-29T21:16:01.000Z","276","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.51","0.7404580152671756","45.187846130818734","","","1","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","10","","-6.310851573944092","-0.7509232759475708"
"triangle-k1-0","gkr54i3t","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T21:07:11.000Z","2023-05-29T21:11:23.000Z","2023-05-29T21:11:23.000Z","252","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.59","0.7022900763358778","19.032216328114888","","","1","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","10","","-6.892261505126953","-0.8283673524856567"
"triangle-k4-9","r7rg7cw7","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T20:28:19.000Z","2023-05-29T21:07:09.000Z","2023-05-29T21:07:09.000Z","2330","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.44","0.7786259541984732","76.96044413601665","","","4","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","5","","-10.086156845092772","555.5357666015625"
"triangle-k4-8","5uu314i2","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T19:59:43.000Z","2023-05-29T20:28:17.000Z","2023-05-29T20:28:17.000Z","1714","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.62","0.7251908396946565","16.966264466880077","","","4","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","5","","-9.491372108459473","24.580963134765625"
"triangle-k4-7","bupfz7tw","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T19:36:17.000Z","2023-05-29T19:59:40.000Z","2023-05-29T19:59:40.000Z","1403","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.54","0.7557251908396947","39.94910941475827","","","4","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","4","","-9.46086311340332","91.86355590820312"
"triangle-k4-6","qacgwa4y","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T18:39:30.000Z","2023-05-29T19:36:15.000Z","2023-05-29T19:36:15.000Z","3405","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.43","0.7022900763358778","63.323273566483216","","","4","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","27","","-10.136323928833008","9.170313835144045"
"triangle-k4-5","yc5kyojg","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T18:02:58.000Z","2023-05-29T18:39:28.000Z","2023-05-29T18:39:28.000Z","2190","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.57","0.7709923664122137","35.26181866880943","","","4","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","13","","-9.962203979492188","27.462108612060547"
"triangle-k4-4","6uak00wc","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T17:17:31.000Z","2023-05-29T18:02:56.000Z","2023-05-29T18:02:56.000Z","2725","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.48","0.7251908396946565","51.081424936386775","","","4","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","19","","-10.08251953125","15.077632904052734"
"triangle-k4-3","7rpn57o7","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T16:54:00.000Z","2023-05-29T17:17:29.000Z","2023-05-29T17:17:29.000Z","1409","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.57","0.7480916030534351","31.24414088656758","","","4","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","4","","-9.326786994934082","177.28518676757812"
"triangle-k4-2","fbozxs2q","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T16:29:01.000Z","2023-05-29T16:53:58.000Z","2023-05-29T16:53:58.000Z","1497","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.56","0.7862595419847328","40.40348964013084","","","4","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","5","","-9.92554759979248","102.45840454101562"
"triangle-k4-1","h5lq2r1z","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T16:05:40.000Z","2023-05-29T16:28:59.000Z","2023-05-29T16:28:59.000Z","1399","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.54","0.7633587786259542","41.36273678258411","","","4","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","4","","-9.611080169677734","39.7242546081543"
"triangle-k4-0","iajtaagg","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T15:38:02.000Z","2023-05-29T16:05:37.000Z","2023-05-29T16:05:37.000Z","1655","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.57","0.7633587786259542","33.9225927413955","","","4","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","7","","-9.79694938659668","22.08275032043457"
"egi-k2-9","mcbgqo63","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T15:37:21.000Z","2023-05-29T15:38:00.000Z","2023-05-29T15:38:00.000Z","39","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.55","0.7557251908396947","37.40458015267175","","","2","egi","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","10","","-1.0793184041976929","0.3882950842380524"
"egi-k2-8","v87csigf","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T15:36:02.000Z","2023-05-29T15:37:19.000Z","2023-05-29T15:37:19.000Z","77","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.51","0.5572519083969466","9.265080077832666","","","2","egi","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","38","","-1.418720245361328","-0.1866939961910248"
"egi-k2-7","hl8yrsf4","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T15:34:04.000Z","2023-05-29T15:36:00.000Z","2023-05-29T15:36:00.000Z","116","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.54","0.7633587786259542","41.36273678258411","","","2","egi","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","65","","-1.693745255470276","-0.17206455767154694"
"egi-k2-6","tao1rhyr","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T15:33:26.000Z","2023-05-29T15:34:02.000Z","2023-05-29T15:34:02.000Z","36","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.49","0.7633587786259542","55.78750584203148","","","2","egi","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","9","","-1.4256374835968018","2.7043612003326416"
"egi-k2-5","rh0ypou4","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T15:31:58.000Z","2023-05-29T15:33:24.000Z","2023-05-29T15:33:24.000Z","86","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.34","0.7251908396946565","113.29142343960484","","","2","egi","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","44","","-1.3056869506835938","-0.21046367287635803"
"egi-k2-4","4rnip86b","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T15:31:10.000Z","2023-05-29T15:31:56.000Z","2023-05-29T15:31:56.000Z","46","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.49","0.648854961832061","32.41937996572675","","","2","egi","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","16","","-1.451615571975708","-0.17515510320663452"
"egi-k2-3","lqiippjy","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T15:30:06.000Z","2023-05-29T15:31:08.000Z","2023-05-29T15:31:08.000Z","62","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.58","0.5114503816793893","-11.818899710450118","","","2","egi","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","27","","-1.4597864151000977","-0.18776610493659973"
"egi-k2-2","1izsqkxq","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T15:29:12.000Z","2023-05-29T15:30:04.000Z","2023-05-29T15:30:04.000Z","52","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.42","0.7709923664122137","83.56961105052709","","","2","egi","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","20","","-1.0946645736694336","-0.02184079587459564"
"egi-k2-1","4r0op7zq","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T15:27:47.000Z","2023-05-29T15:29:10.000Z","2023-05-29T15:29:10.000Z","83","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.55","0.732824427480916","33.24080499653018","","","2","egi","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","42","","-1.2500852346420288","-0.22306907176971436"
"egi-k2-0","m104e9vj","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T15:27:02.000Z","2023-05-29T15:27:44.000Z","2023-05-29T15:27:44.000Z","42","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.47","0.6335877862595419","34.80591197011531","","","2","egi","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","13","","-1.098463773727417","-0.05783064663410187"
"triangle-k3-9","0ciqsnq4","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T14:56:12.000Z","2023-05-29T15:27:00.000Z","2023-05-29T15:27:00.000Z","1848","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.56","0.7022900763358778","25.40894220283531","","","3","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","19","","-9.739068031311035","39.85831069946289"
"triangle-k3-8","jrs18bx6","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T14:31:24.000Z","2023-05-29T14:56:10.000Z","2023-05-29T14:56:10.000Z","1486","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.43","0.7786259541984732","81.07580330197052","","","3","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","13","","-9.601338386535645","223.4052734375"
"triangle-k3-7","1iuwy0qc","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T14:02:37.000Z","2023-05-29T14:31:22.000Z","2023-05-29T14:31:22.000Z","1725","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.5","0.6106870229007634","22.137404580152676","","","3","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","17","","-9.927789688110352","-0.8493325114250183"
"triangle-k3-6","u446wtc1","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T13:34:03.000Z","2023-05-29T14:02:34.000Z","2023-05-29T14:02:34.000Z","1711","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.4","0.7251908396946565","81.2977099236641","","","3","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","17","","-9.871119499206545","90.1446762084961"
"triangle-k3-5","1rrmtu6k","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T13:13:13.000Z","2023-05-29T13:34:01.000Z","2023-05-29T13:34:01.000Z","1248","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.48","0.6564885496183206","36.768447837150134","","","3","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","9","","-9.481910705566406","60.14904022216797"
"triangle-k3-4","fjj471px","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T12:45:17.000Z","2023-05-29T13:13:11.000Z","2023-05-29T13:13:11.000Z","1674","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.43","0.7480916030534351","73.97479140777563","","","3","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","16","","-9.89585018157959","6.588807582855225"
"triangle-k3-3","x721od4s","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T12:20:34.000Z","2023-05-29T12:45:15.000Z","2023-05-29T12:45:15.000Z","1481","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.43","0.7022900763358778","63.323273566483216","","","3","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","13","","-9.175585746765137","-0.6502271890640259"
"triangle-k3-2","c6l0fqh2","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T11:48:12.000Z","2023-05-29T12:20:32.000Z","2023-05-29T12:20:32.000Z","1940","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.56","0.6870229007633588","22.682660850599778","","","3","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","21","","-9.90639305114746","0.8284098505973816"
"triangle-k3-1","b4dpmg9t","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T11:31:17.000Z","2023-05-29T11:48:10.000Z","2023-05-29T11:48:10.000Z","1013","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.45","0.7404580152671756","64.5462256149279","","","3","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","5","","-9.716995239257812","12.99621295928955"
"triangle-k3-0","gb658yyx","finished","-","niklasdewally","Run: 20230529T1109","","","2023-05-29T11:09:51.000Z","2023-05-29T11:31:15.000Z","2023-05-29T11:31:15.000Z","1284","","84346a77f289","","","","1","NVIDIA GeForce RTX 3060","50","100","32","0.01","0.01","10","europe","brazil","","0.6","0.7022900763358778","17.04834605597964","","","3","triangle","-0.22479390365950935","0.5392721549504013","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","1074","131","0.44974650483945305","10","","-9.033872604370115","29.57126808166504"